,Unnamed: 0,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
1860,1860,130179620,Business in Action,Courtland L. Bovee,2001,Prentice Hall
1861,1861,273649949,"Stimulus Factor, The",David Freemantle,2000,Financial Times/Prentice Hall
1862,1862,72453907,Leading Corporate Citizens,Sandra  Waddock,2001,McGraw-Hill/Irwin
1863,1863,130305065,Managing Technology and Innovation for Competitive Advantage,V.K. Narayanan,2000,Pearson Education
1864,1864,130219193,Strategic Renewal: Becoming a High-Performance Organization,Michael Mische,2000,Prentice Hall
1865,1865,28626958,The Unofficial Guide to Having a Baby,Ann Douglas,1999,John Wiley &amp; Sons
1866,1866,1884822738,"Big Little Book of Irish Wit &amp; Wisdom: Six Volumes in One : Irish Blessings, Irish Toasts, Irish Proverbs, Irish Riddles, Irish Laws, Irish Wisdom",Fergus Kelly,1997,Black Dog &amp; Leventhal Publishers
1867,1867,140272941,Cider with Rosie,Laurie Lee,1998,Penguin Books Ltd
1868,1868,375700382,The Fight: Norman Mailer,Norman Mailer,1997,Vintage Books USA
1870,1870,140004424,Brighton Rock,Graham Greene,1970,Penguin Books Ltd
1871,1871,812517032,Irene's Last Waltz,Carole Nelson Douglas,1994,Tor Books (Mm)
1872,1872,385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998,Anchor
1873,1873,451524829,The Phantom of the Opera (Signet Classics (Paperback)),Gaston Leroux,1990,Signet Classics
1874,1874,877287384,The Japanese Cult of Tranquillity,Karlfried Durckheim,1992,Weiser Books
1875,1875,465090974,The Way We Never Were: American Families and the Nostalgia Trap,Stephanie Coontz,2000,Basic Books
1876,1876,1931412677,Feel Good Naked,Laure Redmond,2001,Fair Winds Press
1878,1878,684829746,CRUDDY : An Illustrated Novel,Lynda Barry,1999,Simon &amp; Schuster
1879,1879,425130215,Hocus Pocus,Kurt Vonnegut,1991,Berkley Publishing Group
1880,1880,8420444782,Un Milagro Informal,Fernando Iwasaki Cauti,2003,"Alfaguara Ediciones, S.A. (Spain)"
1881,1881,8489618844,Sangre a Borbotones (Coleccion Nueva Biblioteca),Rafael Reig,2002,Ediciones Lengua de Trapo
1882,1882,61000175,Skinwalkers (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1990,HarperTorch
1883,1883,312971362,Sis Boom Bah,Jane Heller,2000,St. Martin's Press
1884,1884,61097659,Switcheroo : A Novel,Olivia Goldsmith,1999,HarperTorch
1885,1885,006017935X,Hill Towns,Anne Rivers Siddons,1993,Harpercollins
1886,1886,067976402X,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA
1887,1887,1558532161,Life's Little Instruction Book; Volume II,H. Jackson Brown,1993,Thomas Nelson Inc
1888,1888,3125918103,"Les fantomes, ca n' existe pas. (Lernmaterialien)",Laurent Jouvet,1996,Klett
1889,1889,64408329,The Hanged Man,Francesca Lia Block,1999,HarperTrophy
1890,1890,743457358,Everything's Eventual : 14 Dark Tales,Stephen King,2002,Pocket
1891,1891,743456866,He Sees You When You're Sleeping : A Novel,Carol Higgins Clark,2002,Pocket
1892,1892,440235464,Lost Girls,Andrew Pyper,2001,Dell Publishing Company
1893,1893,312251890,Dr. Atkins' Age-Defying Diet Revolution,Robert Atkins,1999,St Martins Pr
1894,1894,440227739,Peeling the Onion (Laurel Leaf Books),Wendy Orr,1999,Laurel-Leaf Books
1895,1895,345425707,A Cup of Tea (Ballantine Reader's Circle),Amy Ephron,1998,Ballantine Books
1896,1896,765342294,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,2002,Starscape Books
1897,1897,451821971,Leaving Home,Garrison Keillor,1988,New Amer Library
1898,1898,670894494,The Passion of Artemisia,Susan Vreeland,2002,Viking Books
1899,1899,60394447,Tommy's Tale: A Novel,Alan Cumming,2002,Regan Books
1900,1900,385508980,The Mad Dog 100 : The Greatest Sports Arguments of All Time,Christopher Russo,2003,Doubleday
1901,1901,037541181X,A Venetian Affair,ANDREA DI ROBILANT,2003,Knopf
1902,1902,006093395X,As the Romans Do: An American Family's Italian Odyssey,Alan Epstein,2001,Perennial
1903,1903,385491328,The Anatomist,Federico Andahazi,1998,Bantam Dell Pub Group
1904,1904,345434692,The Skies of Pern,Anne McCaffrey,2002,Del Rey Books
1905,1905,553131893,Dragondrums,Anne McCaffrey,1980,Bantam Books
1906,1906,374177023,Instances of the Number 3,Salley Vickers,2002,"Farrar, Straus and Giroux"
1907,1907,076790351X,Beethoven's Hair : An Extraordinary Historical Odyssey and a Scientific Mystery Solved,RUSSELL MARTIN,2001,Broadway
1908,1908,452280907,Fortune Is a River : Leonardo Da Vinci and Niccolo Machiavelli's Magnificent Dream to Change the Course of Florentine History,Roger D. Masters,1999,Plume Books
1909,1909,425167313,Here on Earth,Alice Hoffman,1998,Berkley Publishing Group
1910,1910,316314641,Rhoda : A Life in Stories Tag: Winner of the National Book Award for Fiction,Ellen Gilchrist,1995,Back Bay Books
1911,1911,034540288X,The Lost World,Michael Crichton,1996,Ballantine Books
1912,1912,61073091,"Resist or Serve (The Official Guide to the X-Files, Vol. 4)",Andy Meisler,1999,Perennial Currents
1913,1913,786808772,Summerland,Michael Chabon,2002,Miramax Kids
1914,1914,553234609,Dragonsong,Anne McCaffrey,1977,Bantam Books
1915,1915,553258540,Dragonsinger (Harper Hall Trilogy),Anne McCaffrey,1989,Bantam Books
1916,1916,802713661,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,Ross King,2000,Penguin Books
1917,1917,440237688,The Giver (Readers Circle),LOIS LOWRY,2002,Laurel Leaf
1918,1918,679884394,D. W.'S Color Book,MARC BROWN,1997,Random House Books for Young Readers
1919,1919,1582970262,The Writers Complete Fantasy Reference: An Indispensable Compendium of Myth and Magic,Writer's Digest Books,2000,Writer's Digest Books
1920,1920,1566091446,Photoshop 3 for Macintosh (Visual Quickstart Guide),Elaine Weinmann,1995,Peachpit Press
1921,1921,553577395,Starfire (Bantam Spectra),Charles Sheffield,2000,Spectra Books
1922,1922,671698419,BORDERS OF INFINITY,Lois McMaster Bujold,1989,Baen
1923,1923,425167720,An Instance of the Fingerpost,Iain Pears,1999,Berkley Publishing Group
1924,1924,006105660X,"Washington's Dirigible (Timeline Wars/John Barnes, No 2)",John Barnes,1997,Harpercollins
1925,1925,609610597,"The Shelters of Stone (Earth's Children Series, No 5)",JEAN M. AUEL,2002,Crown
1926,1926,446519960,Absolute Power,David Baldacci,1996,Warner Books
1927,1927,374281602,Reversible Errors: A Novel,Scott Turow,2002,Farrar Straus Giroux
1928,1928,140251839,Finding the Right Place at the Right Time; Everything You Need to Know About Retirement Housing,Joan Cleveland,1996,Penguin Books
1929,1929,399519831,Inside Corporate America: A Guide for African Americans,"Wilson, III Simmons",1996,Perigee Books
1930,1930,425159795,California Rush: A Novel,Sherwood Kiraly,1997,Berkley Publishing Group
1931,1931,140255370,A Boy Named Phyllis: A Suburban Memoir,Frank Decaro,1997,Penguin Books
1932,1932,394543971,The Icarus Agenda,Robert Ludlum,1988,Random House Value Pub
1933,1933,60970790,The Man Who Mistook His Wife for a Hat: And Other Clinical Tales,Oliver Sacks,1987,Harpercollins
1934,1934,156787334,A Room of One's Own,Virginia Woolf,1989,Harcourt
1935,1935,448095300,The Clue of the Velvet Mask (Nancy Drew (Hardcover)),Carolyn Keene,1953,Grosset &amp; Dunlap
1936,1936,1569314195,Pokemon Tales : Where's Clefairy's Voice? (Pokemon Tales),Junko Wada,1999,VIZ LLC
1937,1937,60908548,Inanna,Diane Wolkstein,1983,Perennial
1938,1938,28606353,Frommer's 96 Frugal Traveler's Guides: Europe from $50 a Day (Serial),Alice Garrard,1995,John Wiley &amp; Sons
1939,1939,316182540,White Oleander : A Novel,Janet Fitch,2001,"Little, Brown"
1940,1940,553343874,Emmanuel's Book: A Manual for Living Comfortably in the Cosmos,Pat Rodegast,1987,Bantam
1941,1941,881845906,The Mammoth Book of Ghost Stories,Richard Dalby,1990,Pub Group West
1942,1942,446355224,Midnight Blue,Dorothy Garlock,1989,Warner Books
1943,1943,61030953,Wild Thorn,William Hoffman,2003,Avon Books
1944,1944,316919896,A Supposedly Fun Thing I'll Never Do Again : Essays and Arguments Tag: Author of Infinite Jest,David Foster Wallace,1997,"Little, Brown"
1945,1945,553299506,Private Eyes (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1992,Bantam Books
1946,1946,446611611,City of Bones,Michael Connelly,2003,Warner Books
1947,1947,446604658,Lucky You,Carl Hiaasen,1998,Warner Vision
1948,1948,553282476,CAT'S EYE,MARGARET ATWOOD,1989,Bantam
1949,1949,449212602,The Handmaid's Tale,Margaret Atwood,1989,Fawcett Books
1950,1950,684867621,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999,Scribner
1951,1951,451147375,Blood Test,Jonathan Kellerman,1987,Signet Book
1952,1952,345413903,The Murder Book,Jonathan Kellerman,2003,Ballantine Books
1953,1953,451178033,When the Bough Breaks,Jonathan Kellerman,1993,Signet Book
1954,1954,590634275,Captain Underpants and the Attack of the Talking Toilets: Another Epic Novel (Captain Underpants (Paper)),Dav Pilkey,1999,Scholastic
1956,1956,61031569,Absolute Zero,Chuck Logan,2003,HarperTorch
1957,1957,3257228007,Das Parfum: Die Geschichte Eines Morders,Patrick Suskind,1994,Distribooks Inc
1958,1958,553582143,Body of Lies,IRIS JOHANSEN,2003,Bantam
1959,1959,743202961,"Every Breath You Take : A True Story of Obsession, Revenge, and Murder",Ann Rule,2001,Free Press
1960,1960,60002492,Amazonia,James Rollins,2003,Avon Books
1961,1961,399148620,Acid Row,Minette Walters,2002,Putnam Publishing Group
1962,1962,786866462,A Density of Souls,Christopher Rice,2000,Miramax
1963,1963,679426159,Standing in the Rainbow : A Novel,FANNIE FLAGG,2002,Random House
1964,1964,671020315,Raven (Orphans),V.C. Andrews,1998,Pocket
1965,1965,316569321,White Oleander : A Novel,Janet Fitch,1999,"Little, Brown"
1966,1966,067169071X,EVERYTHING SHE EVER WANTED,Ann Rule,1993,Pocket
1967,1967,679732241,The Sound and the Fury (Vintage International),WILLIAM FAULKNER,1991,Vintage
1969,1969,451402251,Born of the Sun,Joan Wolf,1991,New Amer Library
1970,1970,042513301X,A Cold Day for Murder,Dana Stabenow,1992,Berkley Publishing Group
1971,1971,1558175326,The White Puma,R.D. Lawrence,1991,Pinnacle Books
1972,1972,449214982,Trust Me,John Updike,1990,Fawcett Books
1973,1973,515090174,The Cat Who Could Read Backwards,Lilian Jackson Braun,1994,Jove Books
1974,1974,515095826,The Cat Who Knew Shakespeare,Lilian Jackson Braun,1988,Jove Books
1975,1975,515111279,The Cat Who Wasn't There,Lilian Jackson Braun,1994,Jove Books
1976,1976,671555235,A Caribbean Mystery,Agatha Christie,1984,Pocket
1977,1977,1570719586,God-Shaped Hole,Tiffanie DeBartolo,2002,Sourcebooks Landmark
1978,1978,3492232981,Afrikanisches Fieber. Erfahrungen aus vierzig Jahren.,Ryszard Kapuscinski,2001,Piper
1979,1979,553580876,Sympathy for the Devil,Kent Anderson,2000,Bantam Books
1980,1980,385475713,Alias Grace,Margaret Atwood,1996,Nan A. Talese
1981,1981,345290232,Third Eye,Rampa Lobsang,1980,Not Avail
1982,1982,345441753,Criminal Intent,WILLIAM BERNHARDT,2003,Fawcett
1983,1983,425045250,Exiles Trilogy From Earth,Ben Bova,1980,Penguin Putnam~mass
1984,1984,689825234,HABIBI,Naomi Shihab Nye,1999,Simon Pulse
1985,1985,553375407,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,1995,Bantam
1986,1986,1863714081,Edge of the sacred: Transformation in Australia,David J Tacey,1995,HarperCollinsPublishers
1987,1987,151006903,Baudolino,Umberto Eco,2002,Harcourt
1988,1988,1931561281,The Australia Stories: A Novel,Todd James Pierce,2003,MacAdam/Cage Publishing
1989,1989,038080350X,Crescent City Rhapsody,Kathleen Ann Goonan,2001,Eos
1990,1990,679744479,Written on the Body,Jeanette Winterson,1994,Vintage Books USA
1991,1991,8401466350,Cinco dÃ­as en ParÃ­s,Danielle Steel,1996,"Plaza &amp; Janes Editores, S.A."
1992,1992,1562477676,Molly Takes Flight (American Girls Short Stories),Valerie Tripp,1999,Pleasant Company Publications
1993,1993,789414708,Pregnancy and Birth: Your Questions Answered,Christof Lees,2002,Dorling Kindersley
1994,1994,425115801,Lightning,Dean R. Koontz,1996,Berkley Publishing Group
1995,1995,345454073,The Homing,John Saul,2002,Ballantine Books
1996,1996,312983654,The Wire in the Blood (A Dr. Tony Hill &amp; Carol Jordan Mystery),Val McDermid,2002,St. Martin's Minotaur
1997,1997,671024248,Hearts In Atlantis,Stephen King,2000,Pocket
1998,1998,553582933,Winter Moon,Dean R. Koontz,2001,Bantam Books
1999,1999,671034022,Mercy,Julie Garwood,2002,Pocket
2000,2000,440208149,An Acceptable Time,Madeleine L'Engle,1990,Laure Leaf
2001,2001,451151259,Eyes of the Dragon,Stephen King,1988,Penguin Putnam~mass
2002,2002,375727132,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),ANN PACKER,2003,Vintage
2003,2003,446607711,The Simple Truth,David Baldacci,1999,Warner Books
2004,2004,765301954,Fitcher's Brides (Fairy Tales),Gregory Frost,2003,Tor Books
2005,2005,014029645X,Sherlock Holmes and the Rune Stone Mystery (Sherlock Holmes Mysteries (Penguin)),Larry Millett,2000,Penguin Books
2006,2006,445085614,The Emigrants,Vilhelm Moberg,1951,Warner Books> C/o Little Br
2007,2007,345416880,Enchantment,Orson Scott Card,2000,Del Rey Books
2008,2008,312874006,Angel of Darkness (Key Books),Charles de Lint,2002,Orb Books
2009,2009,28621239,The Complete Idiot's Guide to Knitting &amp; Crocheting,Gail Diven,1999,Alpha Books
2010,2010,1593080743,The Age of Innocence,Edith Wharton,2004,Barnes &amp; Noble Books-Imports
2011,2011,380771292,"Black Thorn, White Rose",Ellen Datlow,1995,Eos
2012,2012,805051589,All the Way to Heaven: An American Boyhood in the Himalayas,Stephen Alter,1998,Henry Holt &amp; Company
2013,2013,312314256,Year's Best Fantasy and Horror: Sixteenth Edition,Terri Windling,2003,St. Martin's Griffin
2014,2014,445202718,Gloriana,Michael Moorcock,1986,Warner Books
2015,2015,316136778,Love and Longing in Bombay : Stories,Vikram Chandra,1998,Back Bay Books
2016,2016,385483503,Arranged Marriage: Stories,Chitra Banerjee Divakaruni,1996,Anchor
2017,2017,590486101,Black Beauty (Apple Classics),Anna Sewell,1994,Scholastic Paperbacks
2018,2018,60187271,The Last Report on the Miracles at Little No Horse,Louise Erdrich,2001,HarperCollins Publishers
2019,2019,385497288,The Unknown Errors of Our Lives: Stories,Chitra Banerjee Divakaruni,2002,Anchor Books/Doubleday
2020,2020,038548951X,Sister of My Heart,Chitra Banerjee Divakaruni,2000,Anchor Pub
2021,2021,345386256,A Guide to the Star Wars Universe,Bill Slavicsek,1994,Del Rey Books
2022,2022,879517980,"The Book of the Dead (The Paradys Series , Vol 3)",Tanith Lee,1997,Overlook Press
2023,2023,131554255,Calliope's Sisters: A Comparative Study of Philosophies of Art,Richard L. Anderson,1989,Pearson Education
2024,2024,679725164,No Exit and Three Other Plays (Vintage International),Jean Paul Sartre,1989,Vintage Books USA
2025,2025,061830245X,Crackpots : A Novel,Sara Pritchard,2003,Mariner Books
2026,2026,006015456X,Always Coming Home/Paperback Book and Cassette,Ursula K. Le Guin,1985,Harperaudio
2027,2027,312278675,Steppenwolf: A Novel,Hermann Hesse,2002,Picador
2028,2028,60512806,Cryptonomicon,Neal Stephenson,2002,Avon Books
2029,2029,60901012,Brave New World &amp; Brave New World Revisited,Aldous Huxley,1942,Perennial
2030,2030,60930071,The Antelope Wife : A Novel,Louise Erdrich,1999,Perennial
2031,2031,60972459,Tracks RI,Louise Erdrich,2004,Perennial
2032,2032,805012478,Steppenwolf,Hermann Hesse,1990,Henry Holt &amp; Company
2033,2033,60975547,Love Medicine,Louise Erdrich,1993,Perennial
2034,2034,375704000,Freedom Song: Three Novels,Amit Chaudhuri,2000,Vintage Books USA
